Subject age	Gender	Race	State	Method of death	Disposition	Date of Death	Year	Col 9
22.	Male	Unknown race	NY	Medical emergency	Unreported	June 4, 2003	2003	
23	Male	European-American/White	NV	Gunshot	Unknown	December 9, 2003	2003	
43.	Male	European-American/White	MN	Gunshot	Unknown	December 9, 2003	2003	
34.	Male	Hispanic/Latino	FL	Gunshot	Justified	February 11, 2003	2003	
21.	Male	African-American/Black	NE	Gunshot	Justified	September 11, 2003	2003	
24.	Male	African-American/Black	NJ	Gunshot	Unreported	January 23, 2003	2003	
48.	Female	Unknown race	MD	Gunshot	Justified	September 19, 2003	2003	
37.	Male	African-American/Black	NY	Gunshot	Unknown	September 19, 2003	2003	
15	Male	Hispanic/Latino	AZ	Gunshot	Justified	August 25, 2003	2003	
21	Male	Unknown race	NV	Gunshot	Justified	January 28, 2003	2003	
36.	Male	Hispanic/Latino	IL	Gunshot	Justified	April 24, 2003	2003	
63.	Female	Hispanic/Latino	NY	Vehicle	Unreported	January 4, 2003	2003	
35.	Male	European-American/White	MA	Gunshot	Unreported	September 1, 2003	2003	
37.	Male	Unknown race	OR	Gunshot	Unreported	January 5, 2003	2003	
41.	Male	European-American/White, Unknown race	FL	Gunshot	Justified	January 8, 2003	2003	
38	Male	Unknown race	OH	Gunshot	Justified	January 9, 2003	2003	
16.	Male	Hispanic/Latino	NV	Gunshot	Justified	July 1, 2003	2003	
40.	Male	European-American/White	MI	Gunshot	Justified	July 13, 2003	2003	
25.	Female	Asian	CA	Gunshot	Justified	July 13, 2003	2003	
17.	Male	Unknown race	NJ	Beaten	Criminal	July 16, 2003	2003	
23.	Male	Hispanic/Latino	CT	Gunshot	Justified	July 2, 2003	2003	
30.	Male	Unknown race	NE	Gunshot	Justified	July 20, 2003	2003	
31.	Male	European-American/White	NJ	Gunshot	Unreported	July 21, 2003	2003	
17.	Male	European-American/White	NC	Vehicle	Justified	July 22, 2003	2003	
31.	Male	African-American/Black	NY	Gunshot	Justified.	July 23, 2003	2003	
39.	Male	Hispanic/Latino	WI	Gunshot	Unreported	July 25, 2003	2003	
28.	Male	African-American/Black	CA	Gunshot	Unknown	July 25, 2003	2003	
53.	Male	European-American/White	CT	Gunshot	Justified	March 5, 2003	2003	
22.	Male	African-American/Black	NV	Gunshot	Justified	July 30, 2003	2003	
23.	Male	African-American/Black	CT	Gunshot	Justified	March 7, 2003	2003	
33.	Male	Unknown race	ME	Gunshot	Justified	March 7, 2003	2003	
29.	Male	Unknown race	GA	Gunshot	Justified	April 27, 2003	2003	
19.	Male	Hispanic/Latino	NY	Gunshot	Unreported	May 1, 2003	2003	
15.	Male	Native American/Alaskan	WA	Gunshot	Unreported	September 26, 2003	2003	
57.	Female	African-American/Black	NY	Medical emergency	Justified	May 16, 2003	2003	
25.	Male	Unknown race	IA	Gunshot	Unreported	August 28, 2003	2003	
36.	Male	Unknown race	MA	Gunshot	Justified	May 21, 2003	2003	
28.	Male	Hispanic/Latino	NY	Gunshot	Unreported	April 30, 2003	2003	
43.	Male	African-American/Black	NY	Gunshot	A State Supreme Court judge in Manhattan found officer Bryan Conroy Guilty of Negligence	May 22, 2003	2003	
59.	Male	European-American/White	CA	Gunshot	Justified	September 4, 2003	2003	
	Male	African-American/Black	CA	Gunshot	Unknown	May 27, 2003	2003	
50	Female	Unknown race	NM	Gunshot	Unknown	May 3, 2003	2003	
21.	Male	African-American/Black	NV	Gunshot	Justified	September 8, 2003	2003	
23.	Male	Unknown race	NH	Gunshot	Unknown	September 8, 2003	2003	
21.	Female	African-American/Black	OR	Gunshot	Justified	May 5, 2003	2003	
36.	Male	Unknown race	ME	Gunshot	Justified	May 6, 2003	2003	
31.	Male	Unknown race	MN	Gunshot	Justified	May 7, 2003	2003	
23.	Male	African-American/Black	NC	Gunshot	Justified	October 2, 2004	2004	
18.	Male	Unknown race	NY	Gunshot	Unreported	August 30, 2004	2004	
45.	Male	Unknown race	MA	Gunshot	Justified	June 23, 2004	2004	
24.	Male	African-American/Black	OR	Gunshot	Justified	December 2, 2004	2004	
44.	Female	Unknown race	GA	Gunshot	Justified	August 30, 2004	2004	
51.	Male	Hispanic/Latino	NV	Gunshot	Justified	April 1, 2004	2004	
21.	Female	European-American/White	MA	Gunshot, pepper spray gun	Civil settlement in 2007	October 22, 2004	2004	
30.	Male	Unknown race	OR	Medical emergency	Unreported	April 10, 2004	2004	
19.	Male	European-American/White	MA	Gunshot	Justified	December 25, 2004	2004	
49.	Male	African-American/Black	FL	Gunshot	Justified	October 24, 2004	2004	
21.	Male	Hispanic/Latino	NV	Gunshot	Justified	December 26, 2004	2004	
16.	Male	Unknown race	NJ	Drowned	Justified	October 5, 2004	2004	
40.	Male	African-American/Black	MA	Gunshot	Justified	June 27, 2004	2004	
38	Male	Unknown race	CO	Gunshot	Justified	December 28, 2004	2004	
43.	Male	Unknown race	NC	Gunshot	Unknown	November 2, 2004	2004	
38.	Male	Hispanic/Latino	NV	Gunshot	Justified	December 30, 2004	2004	
40.	Female	European-American/White	GA	Gunshot	Justified	October 7, 2004	2004	
37.	Male	European-American/White	CT	Gunshot	Justified	November 20, 2004	2004	
27.	Male	African-American/Black	GA	Gunshot	Justified	June 1, 2004	2004	
	Female	African-American/Black	CA	Gunshot	Justified	December 6, 2004	2004	
60.	Male	European-American/White	CT	Gunshot	Justified	June 4, 2004	2004	
39.	Male	European-American/White	OR	Gunshot	Justified	November 22, 2004	2004	
28	Male	Unknown race	NM	Vehicle	Unknown	April 2, 2004	2004	
37.	Male	Unknown race	OR	Gunshot	Justified	February 10, 2004	2004	
44.	Male	Unknown race	NY	Gunshot	Unreported	November 22, 2004	2004	
47	Male	European-American/White	NV	Medical emergency	Excusable	August 2, 2004	2004	
42.	Male	Unknown race	NY	Gunshot	Unreported	November 24, 2004	2004	
26.	Male	Unknown race	GA	Gunshot	Justified	June 11, 2004	2004	
32.	Male	European-American/White	OR	Gunshot	Unreported	April 12, 2004	2004	
30.	Male	European-American/White	NV	Gunshot	Justified	February 14, 2004	2004	
28.	Male	Unknown race	NY	Gunshot	Justified	February 15, 2004	2004	
41.	Male	Unknown race	NJ	Gunshot	Justified	August 20, 2004	2004	
32.	Male	Unknown race	NY	Gunshot	Justified	December 10, 2004	2004	
41.	Male	Unknown race	OR	Gunshot	Unreported	June 16, 2004	2004	
47.	Male	Unknown race	VA	Gunshot	Justified	June 17, 2004	2004	
50.	Male	African-American/Black	CA	Gunshot	Unknown	November 4, 2004	2004	
26	Male	Unknown race	CA	Gunshot	Justified	December 14, 2004	2004	
20.	Male	Unknown race	VA	Gunshot	Justified	June 17, 2004	2004	
48.	Male	African-American/Black	LA	Gunshot	Justified	November 8, 2004	2004	
57.	Male	African-American/Black	CT	Gunshot	Justified	November 8, 2004	2004	
40.	Male	Hispanic/Latino	CA	Taser and pepper sprayed	Unknown	November 8, 2004	2004	
33	Male	Unknown race	ID	Gunshot	Justified	June 18, 2004	2004	
21.	Male	European-American/White	WI	Gunshot	Justified	November 9, 2004	2004	
60.	Female	Unknown race	NY	Vehicle	Unreported	December 14, 2004	2004	
31.	Male	Pacific Islander	WA	Gunshot	Pending investigation	October 10, 2004	2004	
40.	Male	African-American/Black	CA	Taser	Justified	August 20, 2004	2004	
28.	Male	Hispanic/Latino	NV	Gunshot	Justified	October 12, 2004	2004	
45.	Male	Hispanic/Latino	NV	Gunshot	Justified	October 12, 2004	2004	
19.	Male	Unknown race	NY	Gunshot	Unreported	December 15, 2004	2004	
38.	Male	European-American/White	OR	Gunshot	Unreported	October 15, 2004	2004	
47.	Male	Unknown race	NY	Gunshot	Unreported	June 20, 2004	2004	
22	Male	Unknown race	PA	Gunshot	Unknown	October 18, 2004	2004	
18.	Male	Unknown race	NY	Gunshot	Unreported	October 18, 2004	2004	
26.	Male	Unknown race	NE	Gunshot	Justified	December 16, 2004	2004	
35.	Male	Hispanic/Latino	CT	Gunshot	Justified	December 16, 2004	2004	
48.	Male	European-American/White	NV	Gunshot	Justified	December 17, 2004	2004	
16.	Male	European-American/White	ID	Gunshot	Unknown	December 18, 2004	2004	
19.	Male	Unknown race	NY	Medical emergency	Justified	October 9, 2004	2004	
20	Male	Unknown race	NM	Gunshot	Unknown	June 7, 2004	2004	
26	Male	African-American/Black	NV	Taser with drugs	Excusable	February 20, 2004	2004	
46.	Male	European-American/White	OR	Gunshot	Unreported	February 21, 2004	2004	
44.	Male	Unknown race	WA	Taser	Unreported	February 21, 2004	2004	
26.	Male	Unknown race	NV	Tasered	Unreported	June 9, 2004	2004	
41.	Male	Unknown race	NY	Gunshot	Unreported	March 10, 2004	2004	
22.	Male	Hispanic/Latino	NY	Gunshot	Criminal	March 13, 2004	2004	
26.	Male	Unknown race	WA	Gunshot	Unknown	February 7, 2004	2004	
31.	Male	Hispanic/Latino	NY	Gunshot	Unreported	February 8, 2004	2004	
31.	Male	Hispanic/Latino	NJ	Gunshot	Unknown	April 22, 2004	2004	
22.	Male	Unknown race	FL	Gunshot	Unreported	January 11, 2004	2004	
43.	Male	African-American/Black	WA	Gunshot	Justified	March 17, 2004	2004	
24	Male	Unknown race	OH	Gunshot	Justified	January 18, 2004	2004	
29.	Male	European-American/White	FL	Gunshot	Justified	January 20, 2004	2004	
40.	Male	African-American/Black	NV	Gunshot	Justified	January 21, 2004	2004	
24.	Male	African-American/Black	NV	Gunshot	Justified	January 21, 2004	2004	
19.	Male	African-American/Black	NY	Gunshot	The city agreed to pay $2 million to Timothy's parents.	January 24, 2004	2004	
27.	Female	Pacific Islander	HI	Gunshot	Unknown	January 24, 2004	2004	
32.	Male	Unknown race	MS	Gunshot	Unreported	January 25, 2004	2004	
19.	Male	African-American/Black	GA	Beaten	Justified	September 21, 2004	2004	
47.	Male	Unknown race	OR	Gunshot	Unreported	March 26, 2004	2004	
28.	Male	African-American/Black	OR	Gunshot	Justified	March 28, 2004	2004	
22.	Male	Unknown race	OR	Gunshot	Justified	January 3, 2004	2004	
19.	Male	Unknown race	KY	Gunshot	Criminal	January 3, 2004	2004	
34.	Male	European-American/White	ID	Gunshot	Unknown	January 30, 2004	2004	
33.	Male	African-American/Black	NC	Beaten	Unknown	January 31, 2004	2004	
44	Male	Hispanic/Latino	NM	Gunshot	A lawsuit was settled, but the amount of the settlement wasn't disclosed.	September 22, 2004	2004	
43.	Male	Unknown race	NY	Gunshot	Unreported	March 29, 2004	2004	
20.	Male	Unknown race	FL	Gunshot	Unreported	September 22, 2004	2004	
27	Male	African-American/Black	OH	Gunshot	Justified	March 3, 2004	2004	
64.	Male	Unknown race	CO	gunshot	Officer suspended for 90 days	July 11, 2004	2004	
48.	Male	Unknown race	WA	Taser	Unreported	July 11, 2004	2004	
57.	Male	Hispanic/Latino	MA	Gunshot	Justified	July 2, 2004	2004	
37	Male	European-American/White	NV	Gunshot	Unknown	July 22, 2004	2004	
33.	Male	Unknown race	NY	Gunshot	Justified	September 24, 2004	2004	
46.	Male	European-American/White	CT	Gunshot	Justified	March 5, 2004	2004	
19.	Male	Unknown race	NY	Vehicle	Unreported	July 29, 2004	2004	
45.	Male	Unknown race	MD	Medical emergency	Unreported	April 27, 2004	2004	
44.	Male	Hispanic/Latino	NV	Gunshot	Justified	April 27, 2004	2004	
34.	Male	Unknown race	OR	Gunshot	Justified	May 12, 2004	2004	
37.	Male	Unknown race	NY	Gunshot	Unreported	September 27, 2004	2004	
35.	Male	Unknown race	VA	Gunshot	Justified	May 14, 2004	2004	
21	Male	Unknown race	OH	Gunshot	Justified	April 29, 2004	2004	
32.	Male	European-American/White	NY	Gunshot	Unreported	April 29, 2004	2004	
41.	Male	African-American/Black	CT	Gunshot	Justified	September 28, 2004	2004	
	Male	Unknown race	NV	Gunshot	Justified	September 28, 2004	2004	
49.	Female	European-American/White	OR	Gunshot	Justified	September 3, 2004	2004	
35.	Male	European-American/White	CT	Gunshot	Justified	May 25, 2004	2004	
28.	Male	Unknown race	MN	Medical emergency	Unknown	May 26, 2004	2004	
26.	Male	Unknown race	RI	Gunshot	Justified	April 4, 2004	2004	
43	Male	Unknown race	PA	Gunshot	Unknown	May 28, 2004	2004	
30.	Male	European-American/White	WY	methamphetamine overdose	Excused	May 28, 2004	2004	
33.	Male	Unknown race	NY	Medical emergency	Justified	May 29, 2004	2004	
22.	Male	Hispanic/Latino	NE	Gunshot	Unreported	May 30, 2004	2004	
35.	Male	European-American/White	NV	Gunshot	Justified	April 7, 2004	2004	
37.	Male	African-American/Black	PA	Gunshot	Unknown	May 5, 2004	2004	
38.	Male	Unknown race	OR	Gunshot	Justified	March 30, 2005	2005	
43	Male	Unknown race	CA	Gunshot	Unknown	March 6, 2005	2005	
25.	Male	Hispanic/Latino	WI	Gunshot	Criminal	March 6, 2005	2005	
23.	Male	Unknown race	OR	Gunshot	Justified	March 8, 2005	2005	
15	Male	African-American/Black	OH	Gunshot	Justified	September 1, 2005	2005	
35.	Male	Unknown race	OR	Gunshot	Unreported	May 11, 2005	2005	
24.	Male	Hispanic/Latino	NV	Gunshot	Excusable	May 15, 2005	2005	
48.	Male	African-American/Black	OR	Gunshot	Justified	May 19, 2005	2005	
30.	Male	Unknown race	OR	Gunshot	Unreported	May 19, 2005	2005	
40	Male	Unknown race	NM	Taser	Unknown	May 20, 2005	2005	
26.	Male	Unknown race	OR	Gunshot	Unreported	May 21, 2005	2005	
34.	Male	Hispanic/Latino	CA	Gunshot	No charges filed	April 30, 2005	2005	
42.	Male	Unknown race	NY	Gunshot	Unreported	May 24, 2005	2005	
19.	Male	African-American/Black	GA	Gunshot	Justified	April 4, 2005	2005	
25.	Male	European-American/White	CA	Gunshot	Justified	April 4, 2005	2005	
34.	Male	Mixed	CA	Gunshot	Unknown	May 27, 2005	2005	
45.	Male	African-American/Black	GA	Bean bag rounds	Unreported	April 5, 2005	2005	
20.	Male	African-American/Black	GA	Gunshot	Justified	May 5, 2005	2005	
18.	Male	African-American/Black	CT	Gunshot	Criminal	May 7, 2005	2005	
17.	Male	Unknown race	WA	Gunshot	Justified	May 8, 2005	2005	
33.	Male	Hispanic/Latino	MA	Gunshot	Unreported	June 8, 2005	2005	
28.	Male	Unknown race	NY	Gunshot	Criminal	May 8, 2005	2005	
37.	Male	Unknown race	VT	Gunshot	Justified	November 10, 2005	2005	
49.	Male	Unknown race	OR	Gunshot	Justified	August 10, 2005	2005	
53	Male	European-American/White	CA	Gunshot	Justified	November 14, 2005	2005	
58.	Male	Unknown race	ME	Gunshot	Justified	November 17, 2005	2005	
31.	Male	Unknown race	NY	Vehicle	Unreported	November 18, 2005	2005	
61	Male	Asian	CA	Gunshot	Justified	August 11, 2005	2005	
27.	Male	African-American/Black	CT	Gunshot	Justified	March 11, 2005	2005	
39.	Male	European-American/White	OR	Gunshot	Unknown	March 12, 2005	2005	
49	Male	Asian	CA	Gunshot	Justified	August 11, 2005	2005	
50.	Male	Unknown race	OR	Gunshot	Unreported	November 25, 2005	2005	
31.	Male	Unknown race	FL	Gunshot	Unreported	March 13, 2005	2005	
20.	Male	Unknown race	WY	Gunshot	Justified	November 25, 2005	2005	
24.	Male	African-American/Black	CA	Gunshot	Justified	November 25, 2005	2005	
20.	Male	European-American/White	NY	Beaten	Unreported	June 13, 2005	2005	
30.	Male	Unknown race	MA	Gunshot	Unreported	November 3, 2005	2005	
26.	Male	Unknown race	NY	Gunshot	Unreported	September 10, 2005	2005	
26	Male	Native American/Alaskan	NV	Gunshot	Unknown	March 16, 2005	2005	
37.	Male	European-American/White	NV	Gunshot	Unknown	November 4, 2005	2005	
30.	Male	European-American/White	OR	Gunshot	The city of Portland has agreed to pay a $500,000 settlement, but the grand jury said the killing was justified.	November 4, 2005	2005	
21.	Male	Unknown race	NY	Gunshot	Unreported	November 4, 2005	2005	
39.	Male	Unknown race	NY	Tasered	Unreported	April 22, 2005	2005	
21.	Male	Unknown race	CA	Gunshot	Unknown	June 18, 2005	2005	
46.	Male	European-American/White	CT	Gunshot	Justified	August 16, 2005	2005	
40.	Male	Unknown race	NY	Gunshot	Unreported	September 10, 2005	2005	
52.	Male	Unknown race	WA	Gunshot	Justified	June 20, 2005	2005	
24.	Male	Unknown race	PA	Gunshot	Unreported	March 19, 2005	2005	
47.	Female	European-American/White	NV	Gunshot	Justified	June 21, 2005	2005	
35	Male	African-American/Black	CA	Medical emergency	Justified	October 2, 2005	2005	
33.	Male	European-American/White	MT	Gunshot	Justied	April 15, 2005	2005	
33	Male	African-American/Black	OH	Gunshot	Justified	October 20, 2005	2005	
15.	Male	unknown race	TX	Gunshot	Unreported	October 21, 2005	2005	
40.	Male	European-American/White	OR	Gunshot	Justified	March 20, 2005	2005	
19.	Male	African-American/Black	NV	Gunshot	Justified	June 24, 2005	2005	
15.	Male	European-American/White	OR	Gunshot	Justified	June 25, 2005	2005	
47	Male	European-American/White	NV	Taser	Justified	June 6, 2005	2005	
36.	Male	Unknown race	MT	Gunshot	Justified	October 21, 2005	2005	
32.	Male	European-American/White	NV	Gunshot	Justified	September 30, 2005	2005	
21.	Male	Unknown race	NY	Gunshot	Unreported	October 22, 2005	2005	
36	Male	African-American/Black	OH	Gunshot	Justified	September 30, 2005	2005	
17.	Male	African-American/Black	LA	Gunshot	A 2011 jury trial found 5 officers involved in the incident guilty of various counts of civil right sviolations and felony obstruction of justice during a subsequent cover up. The jury found the 5officers guilty of "violation of [Brissette's] civil righs t" and of use of a firearm in his shooting, and that the violation of civil rights (but not the use of firearm) lead to his death.	September 4, 2005	2005	
40.	Male	African-American/Black	LA	Gunshot	A 2011 jury trial found 5 officers involved in the incident guilty of various counts of civil right s violations and felony obstruction of justice during a subsequent cover up. The jury found officer Robert Faulcon guilty of two counts: Depriviation of Madison's civil rights by shooting (resulting in the Madison's death, and use of a firearm that caused Madison's death, but found that Madison's death did not involve circumstances constituting murder.	September 4, 2005	2005	
22.	Male	European-American/White	MO	Gunshot	Criminal	October 23, 2005	2005	
23.	Male	Unknown race	MO	Gunshot	Criminal	October 23, 2005	2005	
24.	Male	European-American/White	CA	Gunshot	Justified	September 7, 2005	2005	
30	Male	Unknown race	CA	Gunshot	Unknown	August 31, 2005	2005	
43.	Male	Unknown race	NY	Gunshot	Unreported	September 10, 2005	2005	
35.	Male	Hispanic/Latino	CT	Taser	Justified	October 25, 2005	2005	
40.	Male	Unknown race	FL	Gunshot	Unreported	August 5, 2005	2005	
18	Male	African-American/Black	OH	Gunshot	Justified	December 11, 2005	2005	
44.	Male	Unknown race	OR	Gunshot	Unreported	December 15, 2005	2005	
61.	Male	European-American/White	NV	Gunshot	Justified	December 17, 2005	2005	
32.	Male	Unknown race	SC	Taser	Unreported	December 17, 2005	2005	
27.	Male	African-American/Black	MA	Gunshot	Justified	October 3, 2005	2005	
38.	Male	African-American/Black	LA	Gunshot	Unreported	December 26, 2005	2005	
24.	Male	Unknown race	OR	Gunshot	Unreported	December 28, 2005	2005	
19.	Male	Hispanic/Latino	NY	Gunshot	Disla vs. the City of New York remanded for a new trial	October 30, 2005	2005	
36.	Male	Unknown race	OR	Gunshot	Unreported	October 31, 2005	2005	
29.	Male	European-American/White	NV	Gunshot	Justified	December 29, 2005	2005	
53.	Male	European-American/White	NV	Gunshot	Justified	December 3, 2005	2005	
24.	Male	European-American/White	IN	Gunshot	Unknown	December 4, 2005	2005	
37.	Male	Hispanic/Latino	NV	Gunshot	Justified	December 5, 2005	2005	
44.	Male	Hispanic/Latino	FL	Gunshot	Justified	December 7, 2005	2005	
